image_x_res,image_y_res,image_path,blurriness
2708,3384,../raw_data/AllMasks\GrayscaleOutputImage1.png,0.03594615900353038
2708,3384,../raw_data/AllMasks\GrayscaleOutputImage2.png,0.006253033652150532
2708,3384,../raw_data/AllMasks\GrayscaleOutputImage3.png,0.004726604649213782
2708,3384,../raw_data/AllMasks\GrayscaleOutputImage4.png,0.0398344717165685
2708,3384,../raw_data/AllMasks\GrayscaleOutputImage5.png,0.0235630746476241
2708,3384,../raw_data/AllMasks\GrayscaleOutputImage6.png,0.08466770378052123
